START
-0.00, 1501860, -0.00, 23.68, -0.00, 1508524, 0, 1501352, 105
-0.00, 1501860, -0.00, 23.68, -0.00, 1516692, 0, 1501352, 122
-0.00, 1518728, -0.00, 23.68, -0.00, 1525324, 0, 1501352, 116
-0.00, 1527404, -0.00, 23.68, -0.00, 1534024, 0, 1526888, 115
-0.01, 1536092, -0.00, 23.68, -0.00, 1542676, 0, 1526888, 116
-0.01, 1536092, -0.00, 23.68, -0.00, 1550860, 0, 1526888, 122
-0.00, 1552940, -0.00, 23.68, -0.00, 1559568, 0, 1552424, 115
-0.00, 1561604, -0.00, 23.68, -0.00, 1568196, 0, 1552424, 116
-0.00, 1561604, -0.00, 23.68, -0.00, 1576356, 0, 1552424, 123
-0.00, 1578436, -0.00, 23.68, -0.00, 1585036, 0, 1577920, 115
-0.00, 1587072, -0.00, 23.68, -0.00, 1593676, 0, 1577920, 116
-0.00, 1595740, -0.00, 23.68, -0.00, 1602324, 0, 1577920, 116
-0.00, 1595740, -0.00, 23.68, -0.00, 1610532, 0, 1603888, 122
-0.00, 1612564, -0.00, 23.68, -0.00, 1619188, 0, 1603888, 116
-0.01, 1621220, -0.00, 23.68, -0.00, 1627812, 0, 1603888, 116
-0.00, 1629892, -0.00, 23.68, -0.00, 1636524, 0, 1629376, 115
-0.00, 1629892, -0.00, 23.68, -0.00, 1644708, 0, 1629376, 122
-0.00, 1646740, -0.00, 23.68, -0.00, 1653356, 0, 1629376, 116
-0.01, 1655452, -0.00, 23.68, -0.00, 1662084, 0, 1654944, 115
-0.01, 1655452, -0.00, 23.68, -0.00, 1670268, 0, 1654944, 122
-0.01, 1672300, -0.00, 23.68, -0.00, 1678948, 0, 1654944, 115
-0.01, 1681028, -0.00, 23.68, -0.00, 1687628, 0, 1680512, 115
-0.01, 1689660, -0.00, 23.68, -0.00, 1696268, 0, 1680512, 116
-0.01, 1689660, -0.00, 23.68, -0.00, 1704404, 0, 1680512, 123
-0.01, 1706484, -0.00, 23.68, -0.00, 1713080, 0, 1705968, 115
-0.01, 1715132, -0.00, 23.68, -0.00, 1721764, 0, 1705968, 115
