START
0.05
0.000, 1344, -0.00, 4556, 11.54, 7764, -0.00, 100, -5620, 16, 0.050, 14380
0.000, 10184, -0.00, 13548, 11.54, 16756, -0.00, 100, 14384, 111, 0.050, 14380
0.001, 20124, -0.00, 23404, 11.54, 26612, -0.00, 100, 14384, 101, 0.100, 34384
0.001, 29132, -0.00, 32476, 11.54, 35708, -0.00, 57, 34388, 110, 0.100, 34384
0.001, 39128, -0.00, 42404, 11.54, 45612, -0.00, 57, 34388, 101, 0.150, 54388
0.001, 39128, -0.00, 50996, 11.54, 54212, -0.00, 57, 34388, 116, 0.150, 54388
0.001, 57756, -0.00, 61028, 11.54, 64236, -0.00, 69, 54392, 100, 0.200, 74392
0.002, 66740, -0.00, 70084, 11.54, 73292, -0.00, 69, 54392, 110, 0.200, 74392
0.002, 76612, -0.00, 79884, 11.54, 83092, -0.00, 100, 74396, 102, 0.250, 94396
0.001, 85608, -0.00, 88964, 11.54, 92172, -0.00, 100, 74396, 110, 0.250, 94396
0.001, 85608, -0.00, 97580, 11.54, 100788, -0.00, 100, 94396, 116, 0.250, 94396
0.001, 104340, -0.00, 107620, 11.54, 110828, -0.00, 100, 94396, 99, 0.300, 114396
0.002, 113460, -0.00, 116812, 11.54, 120020, -0.00, 69, 114400, 109, 0.300, 114396
0.001, 123824, -0.00, 127116, 11.54, 130324, -0.00, 69, 114400, 97, 0.350, 134400
-0.000, 132956, -0.00, 136300, 11.54, 139500, -0.00, 80, 134404, 109, 0.350, 134400
-0.000, 132956, -0.00, 146124, 11.46, 149332, -0.00, 80, 134404, 101, 0.400, 154404
-0.001, 152072, 0.33, 155420, 11.41, 158652, 3.71, 80, 154408, 107, 0.400, 154404
0.001, 162172, 0.33, 165476, 11.54, 168684, 3.76, 80, 154408, 100, 0.450, 174408
0.002, 171396, 0.65, 174756, 11.52, 177964, 7.50, 100, 174412, 108, 0.450, 174408
0.003, 181828, 0.65, 185108, 11.52, 188324, 7.50, 100, 174412, 96, 0.500, 194412
0.003, 181828, 0.65, 193876, 11.52, 197084, 7.50, 81, 194416, 114, 0.500, 194412
0.004, 200996, 0.65, 204260, 11.52, 207468, 7.50, 81, 194416, 96, 0.550, 214416
0.006, 210132, 0.65, 213476, 11.57, 216716, 7.53, 92, 214420, 108, 0.550, 214416
0.007, 220632, 0.65, 223908, 11.49, 227116, 7.48, 92, 214420, 96, 0.600, 234420
0.007, 229780, 0.65, 233124, 11.41, 236372, 7.43, 92, 234424, 108, 0.600, 234420
0.010, 240280, 0.33, 243540, 11.33, 246756, 3.69, 92, 234424, 96, 0.650, 254424
0.010, 240280, 0.33, 252316, 11.33, 255524, 3.69, 93, 254424, 114, 0.650, 254424
0.017, 259472, 1.63, 262740, 9.98, 265948, 16.24, 93, 254424, 96, 0.700, 274424
0.029, 268628, 5.86, 271980, 9.74, 275188, 57.05, 94, 274428, 108, 0.700, 274424
0.046, 279076, 10.09, 282348, 10.03, 285548, 101.25, 94, 274428, 96, 0.650, 294428
0.096, 288364, 13.35, 291724, 10.30, 294940, 137.51, 95, 294432, 106, 0.650, 294428
0.185, 298944, 15.30, 302220, 10.44, 305428, 159.70, 95, 294432, 95, 0.600, 314432
0.185, 298944, 16.93, 311132, 10.60, 314348, 179.43, 90, 314436, 112, 0.600, 314432
0.288, 318356, 18.88, 321628, 10.68, 324836, 201.66, 90, 314436, 95, 0.550, 334436
0.386, 327668, 18.88, 330988, 10.65, 334196, 201.15, 90, 314436, 107, 0.550, 334436
0.463, 338100, 19.53, 341380, 10.98, 344588, 214.41, 75, 334440, 96, 0.500, 354440
0.532, 347416, 19.21, 350788, 10.92, 353996, 209.80, 75, 334440, 106, 0.500, 354440
0.577, 357904, 19.53, 361164, 11.19, 364372, 218.62, 73, 354444, 96, 0.450, 374444
0.577, 357904, 18.55, 370084, 11.22, 373292, 208.19, 73, 354444, 112, 0.450, 374444
0.607, 377124, 17.58, 380396, 11.14, 383604, 195.81, 59, 374448, 97, 0.400, 394448
0.605, 386436, 17.25, 389780, 11.19, 392988, 193.12, 59, 374448, 106, 0.400, 394448
0.567, 396684, 16.28, 399980, 11.33, 403188, 184.38, 100, 394452, 98, 0.350, 414452
0.529, 406072, 15.30, 409412, 11.41, 412628, 174.56, 100, 394452, 106, 0.350, 414452
0.498, 416376, 13.02, 419668, 10.71, 422884, 139.43, 46, 414452, 97, 0.300, 434452
0.498, 416376, 15.30, 428572, 10.49, 431780, 160.52, 46, 414452, 112, 0.300, 434452
0.459, 434684, 18.23, 438036, 11.36, 441252, 207.00, 46, 434456, 105, 0.300, 434452
0.449, 444960, 16.28, 448252, 11.46, 451460, 186.58, 46, 434456, 98, 0.250, 454456
0.524, 454296, 15.30, 457676, 11.46, 460876, 175.38, 46, 454460, 106, 0.250, 454456
0.539, 464480, 13.67, 467780, 11.41, 470996, 155.99, 46, 454460, 99, 0.200, 474460
0.539, 464480, 13.02, 476708, 11.44, 479916, 148.91, 34, 474468, 112, 0.200, 474460
0.444, 483588, 11.72, 486892, 11.52, 490100, 134.97, 34, 474468, 98, 0.150, 494468
0.360, 492936, 10.09, 496308, 10.60, 499532, 106.97, 100, 494468, 106, 0.150, 494468
0.317, 503092, 11.72, 506412, 10.30, 509620, 120.74, 100, 494468, 99, 0.100, 514468
0.277, 512496, 14.65, 515852, 11.38, 519060, 166.73, 25, 514472, 106, 0.100, 514468
0.277, 512496, 15.95, 525300, 11.52, 528516, 183.70, 25, 514472, 106, 0.050, 534472
