0.00, 5074132, 11.88, 5077364, -0.00, 0, 5074408, 109, 0.000, 0.000, 0
-0.001, 5080432, -0.00, 5083828, 11.88, 5087044, -0.00, 0, 5074408, 103, 0.000, 0.000, 0
-0.001, 5090152, -0.00, 5093556, 11.88, 5096796, -0.00, 0, 5094412, 102, 0.000, 0.000, 0
-0.001, 5099916, -0.00, 5103292, 11.88, 5106516, -0.00, 0, 5094412, 103, 0.000, 0.000, 0
-0.000, 5109628, -0.00, 5113036, 11.88, 5116252, -0.00, 0, 5114420, 103, 0.000, 0.000, 0
-0.000, 5109628, -0.00, 5122276, 11.88, 5125500, -0.00, 0, 5114420, 108, 0.000, 0.000, 0
-0.000, 5128620, -0.00, 5131996, 11.88, 5135236, -0.00, 0, 5134424, 102, 0.000, 0.000, 0
0.000, 5138364, -0.00, 5141756, 11.88, 5144972, -0.00, 0, 5134424, 103, 0.000, 0.000, 0
0.000, 5148036, -0.00, 5151420, 11.88, 5154652, -0.00, 0, 5154432, 103, 0.000, 0.000, 0
0.000, 5157736, -0.00, 5161148, 11.88, 5164364, -0.00, 0, 5154432, 103, 0.000, 0.000, 0
-0.000, 5167432, -0.00, 5170828, 11.88, 5174044, -0.00, 0, 5154432, 103, 0.000, 0.000, 0
-0.000, 5167432, -0.00, 5180140, 11.88, 5183356, -0.00, 0, 5174436, 107, 0.000, 0.000, 0
0.000, 5186468, -0.00, 5189844, 11.88, 5193060, -0.00, 0, 5174436, 103, 0.000, 0.000, 0
0.000, 5196160, -0.00, 5199548, 11.88, 5202772, -0.00, 0, 5194444, 103, 0.000, 0.000, 0
-0.000, 5205832, -0.00, 5209236, 11.88, 5212452, -0.00, 0, 5194444, 103, 0.000, 0.000, 0
-0.000, 5215600, -0.00, 5219004, 11.88, 5222228, -0.00, 0, 5214448, 102, 0.000, 0.000, 0
-0.000, 5215600, -0.00, 5228260, 11.88, 5231476, -0.00, 0, 5214448, 108, 0.000, 0.000, 0
0.000, 5234620, -0.00, 5238012, 11.88, 5241228, -0.00, 0, 5234456, 103, 0.000, 0.000, 0
0.000, 5244296, -0.00, 5247676, 11.88, 5250900, -0.00, 0, 5234456, 103, 0.000, 0.000, 0
0.000, 5253960, -0.00, 5257404, 11.88, 5260620, -0.00, 0, 5254460, 103, 0.000, 0.000, 0
-0.000, 5263688, -0.00, 5267060, 11.88, 5270276, -0.00, 0, 5254460, 103, 0.000, 0.000, 0
-0.000, 5263688, -0.00, 5276372, 11.88, 5279588, -0.00, 0, 5274468, 107, 0.000, 0.000, 0
-0.001, 5282696, -0.00, 5286092, 11.88, 5289308, -0.00, 0, 5274468, 103, 0.000, 0.000, 0
-0.000, 5292428, -0.00, 5295868, 11.88, 5299084, -0.00, 0, 5294472, 102, 0.000, 0.000, 0
0.000, 5302196, -0.00, 5305564, 11.88, 5308788, -0.00, 0, 5294472, 103, 0.000, 0.000, 0
0.000, 5311852, -0.00, 5315252, 11.88, 5318492, -0.00, 0, 5314480, 103, 0.000, 0.000, 0
