34837880, -0.00, 52, 34830040, 99, 0.250, 10862468
-0.002, 34841276, -0.00, 34844680, 11.66, 34847888, -0.00, 52, 34830040, 100, 0.250, 10862468
-0.003, 34851376, -0.00, 34854760, 11.66, 34857984, -0.00, 52, 34850044, 99, 0.250, 10862468
-0.002, 34861392, -0.00, 34864792, 11.66, 34868008, -0.00, 52, 34850044, 100, 0.250, 10862468
-0.002, 34871508, -0.00, 34874880, 11.66, 34878096, -0.00, 52, 34870052, 99, 0.250, 10862468
-0.002, 34881500, -0.00, 34884896, 11.66, 34888112, -0.00, 52, 34870052, 100, 0.250, 10862468
-0.002, 34881500, -0.00, 34894520, 11.66, 34897744, -0.00, 52, 34890056, 104, 0.250, 10862468
-0.002, 34901220, -0.00, 34904592, 11.66, 34907816, -0.00, 52, 34890056, 99, 0.250, 10862468
-0.002, 34911256, -0.00, 34914656, 11.66, 34917872, -0.00, 52, 34910064, 99, 0.250, 10862468
-0.002, 34921276, -0.00, 34924672, 11.66, 34927888, -0.00, 52, 34910064, 100, 0.250, 10862468
-0.003, 34931376, -0.00, 34934792, 11.66, 34938000, -0.00, 52, 34930072, 99, 0.250, 10862468
-0.002, 34941412, -0.00, 34944784, 11.66, 34948000, -0.00, 52, 34930072, 100, 0.250, 10862468
-0.002, 34941412, -0.00, 34954440, 11.66, 34957656, -0.00, 52, 34950076, 104, 0.250, 10862468
-0.002, 34961112, -0.00, 34964512, 11.66, 34967720, -0.00, 52, 34950076, 99, 0.250, 10862468
-0.002, 34971152, -0.00, 34974552, 11.66, 34977776, -0.00, 52, 34970080, 99, 0.250, 10862468
-0.002, 34981192, -0.00, 34984592, 11.66, 34987808, -0.00, 52, 34970080, 100, 0.250, 10862468
-0.002, 34991308, -0.00, 34994704, 11.66, 34997928, -0.00, 52, 34990096, 99, 0.250, 10862468
-0.002, 35001344, -0.00, 35004736, 11.66, 35007952, -0.00, 52, 34990096, 100, 0.250, 10862468
-0.002, 35001344, -0.00, 35014344, 11.66, 35017560, -0.00, 52, 35010100, 104, 0.250, 10862468
-0.003, 35021036, -0.00, 35024408, 11.66, 35027632, -0.00, 52, 35010100, 99, 0.250, 10862468
-0.002, 35031072, -0.00, 35034472, 11.66, 35037688, -0.00, 52, 35030104, 99, 0.250, 10862468
-0.002, 35041092, -0.00, 35044512, 11.66, 35047728, -0.00, 52, 35030104, 100, 0.250, 10862468
-0.002, 35051212, -0.00, 35054616, 11.66, 35057824, -0.00, 52, 35050112, 99, 0.250, 10862468
-0.002, 35061236, -0.00, 35064656, 11.66, 35067880, -0.00, 52, 35050112, 99, 0.250, 10862468
-0.002, 35071320, -0.00, 35074720, 11.66, 35077936, -0.00, 52, 35070116, 99, 0.250, 10862468
