START
-0.00, -0.00, 12.33, -0.00, 1, 19, 516
-0.00, -0.00, 12.33, -0.00, 1, 123, 8668
-0.00, -0.00, 12.33, -0.00, 1, 84, 20500
-0.00, -0.00, 12.33, -0.00, 1, 84, 32320
-0.00, 0.33, 12.33, 4.01, 1, 84, 44148
-0.00, -0.00, 12.33, -0.00, 1, 84, 55968
-0.00, -0.00, 12.33, -0.00, 1, 84, 67800
-0.00, -0.00, 12.33, -0.00, 1, 84, 79616
-0.00, 0.33, 12.33, 4.01, 1, 84, 91452
-0.00, -0.00, 12.33, -0.00, 1, 84, 103268
-0.00, -0.00, 12.33, -0.00, 1, 84, 115096
-0.00, 0.33, 12.33, 4.01, 1, 84, 126932
-0.00, -0.00, 12.33, -0.00, 1, 84, 138748
-0.00, -0.00, 12.33, -0.00, 1, 84, 150580
-0.00, 0.33, 12.33, 4.01, 1, 84, 162396
-0.00, -0.00, 12.33, -0.00, 1, 84, 174248
-0.00, 0.33, 12.33, 4.01, 1, 84, 186048
-0.00, 0.33, 12.33, 4.01, 1, 84, 197876
-0.00, 0.33, 12.33, 4.01, 1, 84, 209696
-0.00, -0.00, 12.33, -0.00, 2, 84, 221520
-0.00, -0.00, 12.33, -0.00, 2, 84, 233360
-0.00, -0.00, 12.33, -0.00, 2, 85, 245168
-0.00, -0.00, 12.33, -0.00, 2, 84, 257000
-0.00, -0.00, 12.33, -0.00, 2, 84, 268820
-0.00, 0.33, 12.33, 4.01, 2, 84, 280648
-0.00, 0.33, 12.33, 4.01, 2, 84, 292468
-0.00, 0.33, 12.33, 4.01, 2, 84, 304296
-0.00, -0.00, 12.33, -0.00, 2, 84, 316116
-0.00, 0.33, 12.33, 4.01, 2, 84, 327948
-0.00, 0.33, 12.33, 4.01, 2, 84, 339764
-0.00, -0.00, 12.33, -0.00, 2, 84, 351588
-0.00, 0.33, 12.33, 4.01, 2, 84, 363416
-0.00, 0.33, 12.33, 4.01, 2, 84, 375236
-0.00, -0.00, 12.33, -0.00, 2, 84, 387064
-0.00, -0.00, 12.33, -0.00, 2, 84, 398884
-0.00, 0.33, 12.33, 4.01, 2, 84, 410716
-0.00, -0.00, 12.33, -0.00, 3, 84, 422532
-0.00, -0.00, 12.33, -0.00, 3, 84, 434380
-0.00, 0.33, 12.33, 4.01, 3, 85, 446180
-0.00, 0.33, 12.33, 4.01, 3, 84, 458012
-0.00, -0.00, 12.33, -0.00, 3, 84, 469832
-0.00, -0.00, 12.33, -0.00, 3, 84, 481656
-0.00, -0.00, 12.33, -0.00, 3, 84, 493504
-0.00, -0.00, 12.33, -0.00, 3, 85, 505308
-0.00, -0.00, 12.33, -0.00, 3, 84, 517140
-0.00, 0.33, 12.33, 4.01, 3, 84, 528960
-0.00, -0.00, 12.33, -0.00, 3, 84, 540788
-0.00, -0.00, 12.33, -0.00, 3, 84, 552608
-0.00, -0.00, 12.33, -0.00, 3, 84, 564436
-0.00, 0.33, 12.33, 4.01, 3, 84, 576256
-0.00, -0.00, 12.33, -0.00, 3, 84, 588088
-0.00, -0.00, 12.33, -0.00, 3, 84, 599904
-0.00, 0.33, 12.33, 4.01, 3, 84, 611728
-0.00, -0.00, 12.33, -0.00, 4, 84, 623560
-0.00, -0.00, 12.33, -0.00, 4, 84, 635376
-0.00, 0.33, 12.33, 4.01, 4, 84, 647204
-0.00, -0.00, 12.33, -0.00, 4, 84, 659028
-0.00, -0.00, 12.33, -0.00, 4, 84, 670856
