-0.000, 3170624, -0.00, 3174012, 12.10, 3177228, -0.00, 0, 3174704, 103, 0.000, 0.000, 0
-0.000, 3180328, -0.00, 3183724, 12.10, 3186940, -0.00, 0, 3174704, 103, 0.000, 0.000, 0
-0.000, 3190048, -0.00, 3193420, 12.13, 3196676, -0.00, 0, 3194708, 103, 0.000, 0.000, 0
-0.000, 3199780, -0.00, 3203180, 12.10, 3206396, -0.00, 0, 3194708, 103, 0.000, 0.000, 0
0.000, 3209504, -0.00, 3212884, 12.13, 3216116, -0.00, 0, 3214716, 103, 0.000, 0.000, 0
0.000, 3209504, -0.00, 3222084, 12.10, 3225300, -0.00, 0, 3214716, 109, 0.000, 0.000, 0
0.000, 3228348, -0.00, 3231772, 12.13, 3234996, -0.00, 0, 3234720, 103, 0.000, 0.000, 0
0.000, 3238060, -0.00, 3241468, 12.13, 3244684, -0.00, 0, 3234720, 103, 0.000, 0.000, 0
0.001, 3247744, -0.00, 3251116, 12.13, 3254356, -0.00, 0, 3234720, 103, 0.000, 0.000, 0
0.000, 3257448, -0.00, 3260828, 12.13, 3264044, -0.00, 0, 3254728, 103, 0.000, 0.000, 0
0.000, 3257448, -0.00, 3270044, 12.10, 3273260, -0.00, 0, 3254728, 108, 0.000, 0.000, 0
-0.000, 3276332, -0.00, 3279724, 12.10, 3282940, -0.00, 0, 3274732, 103, 0.000, 0.000, 0
0.000, 3286056, -0.00, 3289444, 12.10, 3292660, -0.00, 0, 3274732, 103, 0.000, 0.000, 0
0.000, 3295740, -0.00, 3299164, 12.10, 3302388, -0.00, 0, 3294740, 103, 0.000, 0.000, 0
0.000, 3305440, -0.00, 3308836, 12.10, 3312052, -0.00, 0, 3294740, 103, 0.000, 0.000, 0
0.000, 3305440, -0.00, 3318052, 12.10, 3321268, -0.00, 0, 3314744, 108, 0.000, 0.000, 0
0.000, 3324328, -0.00, 3327708, 12.10, 3330924, -0.00, 0, 3314744, 103, 0.000, 0.000, 0
-0.000, 3334008, -0.33, 3337412, 12.10, 3340628, -3.94, 0, 3334752, 103, 0.000, 0.000, 0
0.000, 3343840, -0.00, 3347212, 12.10, 3350428, -0.00, 0, 3334752, 102, 0.000, 0.000, 0
0.001, 3353472, -0.33, 3356868, 12.10, 3360084, -3.94, 0, 3354764, 103, 0.000, 0.000, 0
0.000, 3363244, -0.00, 3366628, 12.10, 3369844, -0.00, 0, 3354764, 102, 0.000, 0.000, 0
0.000, 3363244, -0.33, 3375844, 12.10, 3379060, -3.94, 0, 3374768, 108, 0.000, 0.000, 0
