0.02, -0.33, 12.41, -4.04, 1, 19, 512
0.02, -0.00, 12.41, -0.00, 1, 147, 7320
0.02, -0.00, 12.41, -0.00, 1, 84, 19144
0.02, -0.00, 12.41, -0.00, 1, 84, 30980
0.02, -0.00, 12.41, -0.00, 1, 84, 42804
0.02, -0.00, 12.41, -0.00, 1, 84, 54632
0.02, -0.00, 12.41, -0.00, 1, 84, 66456
0.02, -0.00, 12.41, -0.00, 1, 84, 78288
0.02, -0.00, 12.41, -0.00, 1, 84, 90120
0.02, -0.00, 12.41, -0.00, 1, 84, 101944
0.02, -0.00, 12.41, -0.00, 1, 84, 113776
0.02, -0.00, 12.41, -0.00, 1, 84, 125620
0.02, -0.00, 12.38, -0.00, 1, 85, 137428
0.02, -0.00, 12.41, -0.00, 1, 84, 149248
0.02, -0.00, 12.41, -0.00, 1, 84, 161080
0.02, -0.00, 12.38, -0.00, 1, 84, 172904
0.02, -0.00, 12.41, -0.00, 1, 84, 184744
0.02, -0.00, 12.41, -0.00, 1, 84, 196560
0.02, -0.00, 12.41, -0.00, 1, 84, 208380
0.02, -0.00, 12.41, -0.00, 2, 84, 220212
0.02, -0.00, 12.38, -0.00, 2, 84, 232036
0.02, -0.00, 12.38, -0.00, 2, 84, 243868
0.02, -0.00, 12.41, -0.00, 2, 84, 255688
0.02, -0.00, 12.38, -0.00, 2, 84, 267520
0.02, -0.00, 12.41, -0.00, 2, 84, 279340
0.02, -0.00, 12.38, -0.00, 2, 84, 291168
0.02, -0.00, 12.41, -0.00, 2, 84, 302996
0.02, -0.00, 12.38, -0.00, 2, 84, 314820
0.02, -0.00, 12.41, -0.00, 2, 84, 326652
0.02, -0.00, 12.38, -0.00, 2, 84, 338472
0.02, -0.00, 12.38, -0.00, 2, 84, 350304
0.02, -0.00, 12.41, -0.00, 2, 84, 362128
0.02, -0.00, 12.38, -0.00, 2, 84, 373960
0.02, -0.00, 12.41, -0.00, 2, 84, 385796
0.02, -0.00, 12.41, -0.00, 2, 84, 397608
0.02, -0.00, 12.38, -0.00, 2, 84, 409432
0.02, -0.00, 12.41, -0.00, 3, 84, 421256
0.02, -0.00, 12.41, -0.00, 3, 84, 433092
0.02, -0.00, 12.43, -0.00, 3, 84, 444928
0.02, -0.00, 12.41, -0.00, 3, 85, 456748
0.02, -0.00, 12.41, -0.00, 3, 84, 468568
0.02, -0.00, 12.41, -0.00, 3, 84, 480400
0.02, -0.00, 12.43, -0.00, 3, 84, 492216
0.03, -0.00, 12.41, -0.00, 3, 84, 504052
0.03, -0.00, 12.38, -0.00, 3, 84, 515872
0.03, -0.00, 12.38, -0.00, 3, 84, 527696
0.02, -0.00, 12.38, -0.00, 3, 84, 539524
0.02, -0.00, 12.41, -0.00, 3, 84, 551352
0.02, -0.00, 12.38, -0.00, 3, 84, 563184
0.02, -0.00, 12.41, -0.00, 3, 84, 575004
0.02, -0.00, 12.41, -0.00, 3, 84, 586836
0.02, -0.00, 12.41, -0.00, 3, 84, 598660
0.02, -0.00, 12.41, -0.00, 3, 84, 610492
0.02, -0.00, 12.38, -0.00, 4, 84, 622312
0.03, -0.00, 12.38, -0.00, 4, 84, 634148
0.02, -0.00, 12.41, -0.00, 4, 84, 645988
0.03, -0.00, 12.41, -0.00, 4, 84, 657796
0.03, -0.00, 12.41, -0.00, 4, 84, 669632
0.03, -0.00, 12.41, -0.00, 4, 84, 681456
0.03, -0.00, 12.38, -0.00, 4, 84, 693284
0.03, -0.00, 12.41, -0.00, 4, 84, 705104
0.03, -0.00, 12.41, -0.00, 4, 84, 716940
0.03, -0.00, 12.38, -0.00, 4, 84, 728756
0.03, -0.00, 12.41, -0.00, 4, 84, 740592
0.03, -0.00, 12.41, -0.00, 4, 84, 752412
0.03, -0.00, 12.38, -0.00, 4, 84, 764240
0.03, -0.00, 12.41, -0.00, 4, 84, 776068
0.03, -0.00, 12.41, -0.00, 4, 84, 787896
0.03, -0.00, 12.41, -0.00, 4, 84, 799732
0.03, -0.00, 12.38, -0.00, 4, 84, 811556
0.03, -0.00, 12.38, -0.00, 5, 84, 823392
0.03, -0.00, 12.41, -0.00, 5, 84, 835212
0.03, -0.00, 12.41, -0.00, 5, 84, 847048
0.03, -0.00, 12.38, -0.00, 5, 84, 858872
0.03, -0.00, 12.35, -0.00, 5, 84, 870708
0.03, -0.00, 12.41, -0.00, 5, 84, 882528
0.03, -0.00, 12.35, -0.00, 5, 84, 894352
0.03, -0.00, 12.38, -0.00, 5, 84, 906192
0.03, -0.00, 12.38, -0.00, 5, 84, 918012
0.03, -0.00, 12.41, -0.00, 5, 84, 929844
0.03, -0.00, 12.41, -0.00, 5, 84, 941664
0.03, -0.00, 12.38, -0.00, 5, 84, 953496
0.03, -0.00, 12.41, -0.00, 5, 84, 965320
0.03, -0.00, 12.41, -0.00, 5, 84, 977152
0.03, -0.00, 12.38, -0.00, 5, 84, 988976
0.03, 0.33, 12.38, 4.03, 5, 84, 1000804
0.03, -0.00, 12.41, -0.00, 5, 84, 1012636
0.03, -0.00, 12.35, -0.00, 6, 84, 1024464
0.03, -0.00, 12.43, -0.00, 6, 84, 1036300
0.03, 0.33, 12.38, 4.03, 6, 84, 1048124
0.03, 0.33, 12.41, 4.04, 6, 84, 1059960
0.03, -0.00, 12.41, -0.00, 6, 84, 1071780
0.03, -0.00, 12.38, -0.00, 6, 84, 1083612
0.03, -0.00, 12.41, -0.00, 6, 84, 1095436
0.03, -0.00, 12.41, -0.00, 6, 84, 1107272
0.03, 0.33, 12.38, 4.03, 6, 84, 1119096
0.03, 0.33, 12.38, 4.03, 6, 84, 1130924
0.03, -0.00, 12.41, -0.00, 6, 84, 1142760
0.03, -0.00, 12.35, -0.00, 6, 84, 1154580
0.03, 0.33, 12.38, 4.03, 6, 84, 1166416
0.03, -0.00, 12.41, -0.00, 6, 84, 1178236
0.03, 0.33, 12.38, 4.03, 6, 84, 1190068
0.03, -0.00, 12.38, -0.00, 6, 84, 1201888
0.03, 0.33, 12.35, 4.02, 6, 84, 1213720
0.03, 0.33, 12.35, 4.02, 7, 84, 1225544
0.03, -0.00, 12.41, -0.00, 7, 84, 1237372
0.03, -0.00, 12.41, -0.00, 7, 84, 1249196
0.03, 0.33, 12.38, 4.03, 7, 84, 1261024
0.03, -0.00, 12.38, -0.00, 7, 84, 1272860
0.03, 0.33, 12.41, 4.04, 7, 84, 1284696
0.03, 0.33, 12.35, 4.02, 7, 84, 1296516
0.03, 0.33, 12.38, 4.03, 7, 84, 1308340
0.03, 0.33, 12.41, 4.04, 7, 84, 1320172
0.03, 0.33, 12.38, 4.03, 7, 84, 1331996
0.03, 0.33, 12.35, 4.02, 7, 84, 1343824
0.03, 0.33, 12.38, 4.03, 7, 84, 1355652
0.03, 0.33, 12.35, 4.02, 7, 84, 1367484
0.03, 0.33, 12.41, 4.04, 7, 84, 1379320
0.03, -0.00, 12.43, -0.00, 7, 84, 1391144
0.03, -0.00, 12.41, -0.00, 7, 84, 1402976
0.03, 0.33, 12.33, 4.01, 7, 84, 1414796
0.03, 0.33, 12.41, 4.04, 8, 84, 1426632
0.03, 0.33, 12.35, 4.02, 8, 84, 1438452
0.03, -0.00, 12.38, -0.00, 8, 84, 1450292
0.03, 0.33, 12.41, 4.04, 8, 84, 1462112
0.03, 0.33, 12.43, 4.05, 8, 84, 1473936
0.03, 0.33, 12.43, 4.05, 8, 84, 1485772
0.03, 0.33, 12.38, 4.03, 8, 84, 1497596
0.03, 0.33, 12.41, 4.04, 8, 84, 1509432
0.03, 0.33, 12.38, 4.03, 8, 84, 1521256
0.03, 0.33, 12.38, 4.03, 8, 84, 1533088
0.03, 0.33, 12.41, 4.04, 8, 84, 1544928
0.03, 0.33, 12.41, 4.04, 8, 84, 1556752
0.03, 0.33, 12.41, 4.04, 8, 84, 1568568
0.03, -0.00, 12.41, -0.00, 8, 84, 1580400
0.03, -0.00, 12.43, -0.00, 8, 84, 1592228
0.03, 0.33, 12.41, 4.04, 8, 84, 1604060
0.03, 0.33, 12.35, 4.02, 8, 84, 1615896
0.03, 0.33, 12.41, 4.04, 9, 84, 1627716
0.03, 0.33, 12.41, 4.04, 9, 84, 1639548
0.03, 0.33, 12.38, 4.03, 9, 84, 1651372
0.03, 0.33, 12.38, 4.03, 9, 84, 1663204
0.03, 0.33, 12.38, 4.03, 9, 84, 1675024
0.03, 0.33, 12.35, 4.02, 9, 84, 1686856
0.03, 0.33, 12.41, 4.04, 9, 84, 1698680
0.03, 0.33, 12.35, 4.02, 9, 84, 1710512
0.03, 0.33, 12.38, 4.03, 9, 84, 1722344
0.03, 0.33, 12.41, 4.04, 9, 84, 1734164
0.03, 0.33, 12.41, 4.04, 9, 84, 1746016
0.03, 0.33, 12.38, 4.03, 9, 84, 1757816
