0.000, 3343852, -0.00, 3347260, 11.60, 3350476, -0.00, 0, 3334744, 103, 0.000, 0.000, 0
0.000, 3343852, -0.00, 3356516, 11.60, 3359740, -0.00, 0, 3354752, 108, 0.000, 0.000, 0
-0.000, 3362792, -0.00, 3366188, 11.60, 3369404, -0.00, 0, 3354752, 103, 0.000, 0.000, 0
-0.001, 3372516, -0.00, 3375964, 11.60, 3379188, -0.00, 0, 3374756, 102, 0.000, 0.000, 0
0.000, 3382308, -0.00, 3385700, 11.60, 3388916, -0.00, 0, 3374756, 103, 0.000, 0.000, 0
0.001, 3391976, -0.00, 3395444, 11.60, 3398668, -0.00, 0, 3394764, 102, 0.000, 0.000, 0
-0.000, 3401712, -0.00, 3405148, 11.60, 3408364, -0.00, 0, 3394764, 103, 0.000, 0.000, 0
-0.000, 3401712, -0.00, 3414412, 11.60, 3417628, -0.00, 0, 3414768, 108, 0.000, 0.000, 0
0.000, 3420728, -0.00, 3424116, 11.60, 3427340, -0.00, 0, 3414768, 103, 0.000, 0.000, 0
0.000, 3430380, -0.00, 3433780, 11.60, 3436996, -0.00, 0, 3434776, 103, 0.000, 0.000, 0
-0.000, 3440060, -0.00, 3443436, 11.60, 3446652, -0.00, 0, 3434776, 103, 0.000, 0.000, 0
0.000, 3449756, -0.00, 3453148, 11.60, 3456396, -0.00, 0, 3454780, 103, 0.000, 0.000, 0
0.000, 3449756, -0.00, 3462364, 11.57, 3465588, -0.00, 0, 3454780, 109, 0.000, 0.000, 0
0.001, 3468652, -0.00, 3472052, 11.57, 3475300, -0.00, 0, 3474788, 103, 0.000, 0.000, 0
-0.000, 3478360, -0.00, 3481780, 11.57, 3484988, -0.00, 0, 3474788, 103, 0.000, 0.000, 0
-0.000, 3488096, -0.00, 3491484, 11.60, 3494724, -0.00, 0, 3494792, 102, 0.000, 0.000, 0
0.000, 3497856, -0.00, 3501252, 11.60, 3504468, -0.00, 0, 3494792, 103, 0.000, 0.000, 0
0.000, 3497856, -0.00, 3510444, 11.60, 3513660, -0.00, 0, 3494792, 109, 0.000, 0.000, 0
0.000, 3516772, -0.00, 3520156, 11.60, 3523372, -0.00, 0, 3514800, 103, 0.000, 0.000, 0
-0.000, 3526424, -0.00, 3529812, 11.60, 3533028, -0.00, 0, 3514800, 103, 0.000, 0.000, 0
0.000, 3536164, -0.00, 3539540, 11.60, 3542748, -0.00, 0, 3534804, 103, 0.000, 0.000, 0
0.000, 3545804, -0.00, 3549196, 11.60, 3552404, -0.00, 0, 3534804, 103, 0.000, 0.000, 0
-0.000, 3555464, -0.00, 3558844, 11.60, 3562060, -0.00, 0, 3554812, 103, 0.000, 0.000, 0
-0.000, 3555464, -0.00, 3568076, 11.60, 3571292, -0.00, 0, 3554812, 108, 0.000, 0.000, 0
-0.000, 3574420, -0.00, 3577812, 11.60, 3581020, -0.00, 0, 3574824, 103, 0.000, 0.000, 0
0.000, 3584128, -0.00, 3587500, 11.60, 3590716, -0.00, 0, 3574824, 103, 0.000, 0.000, 0
-0.000, 3593760, -0.00, 3597220, 11.60, 3600440, -0.00, 0, 3594824, 103, 0.000, 0.000, 0
-0.001, 3603552, -0.00, 3606932, 11.57, 3610148, -0.00, 0, 3594824, 103, 0.000, 0.000, 0
-0.001, 3603552, -0.00, 3616244, 11.57, 3619452, -0.00, 0, 3614828, 107, 0.000, 0.000, 0
0.000, 3622564, -0.00, 3625964, 11.57, 3629180, -0.00, 0, 3614828, 103, 0.000, 0.000, 0
0.001, 3632248, -0.00, 3635668, 11.60, 3638884, -0.00, 0, 3634836, 103, 0.000, 0.000, 0
-0.000, 3641932, -0.00, 3645324, 11.60, 3648548, -0.00, 0, 3634836, 103, 0.000, 0.000, 0
0.000, 3651656, -0.00, 3655060, 11.60, 3658276, -0.00, 0, 3654840, 103, 0.000, 0.000, 0
0.000, 3651656, -0.00, 3664276, 11.60, 3667492, -0.00, 0, 3654840, 108, 0.000, 0.000, 0
0.001, 3670552, -0.00, 3673972, 11.60, 3677180, -0.00, 0, 3674848, 103, 0.000, 0.000, 0
-0.000, 3680232, -0.00, 3683628, 11.60, 3686844, -0.00, 0, 3674848, 103, 0.000, 0.000, 0
