START
0.01, 492, -0.00, 3700, 12.16, 6916, -0.00, 0, -4464, 17
0.01, 8932, -0.00, 12236, 12.16, 15460, -0.00, 0, -4464, 117
0.01, 8932, -0.00, 20412, 12.16, 23620, -0.00, 0, 15640, 123
0.01, 25776, -0.00, 29068, 12.16, 32276, -0.00, 0, 15640, 116
0.01, 34412, -0.00, 37764, 12.16, 40972, -0.00, 0, 35644, 115
0.01, 34412, -0.00, 45956, 12.16, 49164, -0.00, 0, 35644, 122
0.01, 51352, -0.00, 54676, 12.16, 57900, -0.00, 0, 55648, 114
0.01, 60040, -0.00, 63364, 12.16, 66572, -0.00, 0, 55648, 115
0.01, 68712, -0.00, 72036, 12.16, 75244, -0.00, 0, 55648, 115
0.01, 68712, -0.00, 80268, 12.16, 83476, -0.00, 0, 75652, 122
0.01, 85616, -0.00, 88924, 12.16, 92140, -0.00, 0, 75652, 115
0.01, 94276, -0.00, 97604, 12.16, 100812, -0.00, 0, 95656, 115
0.01, 103020, -0.00, 106332, 12.16, 109548, -0.00, 0, 95656, 114
0.01, 103020, -0.00, 114596, 12.16, 117804, -0.00, 0, 115656, 121
0.01, 120036, -0.00, 123348, 12.16, 126564, -0.00, 0, 115656, 114
0.01, 128844, -0.00, 132164, 12.16, 135372, -0.00, 0, 115656, 113
0.01, 128844, -0.00, 140460, 12.16, 143668, -0.00, 0, 135660, 121
0.01, 145892, -0.00, 149220, 12.16, 152428, -0.00, 0, 135660, 114
0.01, 154728, -0.00, 158060, 12.16, 161260, -0.00, 0, 155664, 113
0.01, 163484, -0.00, 166812, 12.16, 170020, -0.00, 0, 155664, 114
0.01, 163484, -0.00, 175084, 12.16, 178292, -0.00, 0, 175668, 121
0.01, 180572, -0.00, 183876, 12.16, 187084, -0.00, 0, 175668, 114
0.01, 189308, -0.00, 192636, 12.16, 195868, -0.00, 0, 195672, 114
0.01, 198084, -0.00, 201412, 12.16, 204620, -0.00, 0, 195672, 114
0.01, 198084, -0.00, 209724, 12.16, 212940, -0.00, 0, 195672, 120
0.01, 215184, -0.00, 218524, 12.16, 221732, -0.00, 0, 215676, 114
0.01, 223956, -0.00, 227284, 12.16, 230492, -0.00, 0, 215676, 114
0.01, 223956, -0.00, 235612, 12.16, 238820, -0.00, 0, 235680, 120
0.01, 241044, -0.00, 244348, 12.16, 247564, -0.00, 0, 235680, 114
0.01, 249804, -0.00, 253124, 12.16, 256348, -0.00, 0, 255684, 114
0.01, 258624, -0.00, 261924, 12.16, 265132, -0.00, 0, 255684, 114
0.01, 258624, -0.00, 270212, 12.16, 273420, -0.00, 0, 255684, 121
0.01, 275668, -0.00, 278972, 12.16, 282180, -0.00, 0, 275684, 114
0.01, 284460, -0.00, 287788, 12.16, 290988, -0.00, 0, 275684, 114
0.01, 293212, -0.00, 296556, 12.16, 299764, -0.00, 0, 295688, 114
0.01, 293212, -0.00, 304860, 12.16, 308068, -0.00, 0, 295688, 120
0.01, 310356, -0.00, 313652, 12.16, 316876, -0.00, 0, 315692, 114
0.01, 319100, -0.00, 322428, 12.16, 325636, -0.00, 0, 315692, 114
0.01, 327860, -0.00, 331188, 12.16, 334396, -0.00, 0, 315692, 114
0.01, 327860, -0.00, 339524, 12.16, 342732, -0.00, 0, 335696, 120
0.01, 344960, -0.00, 348292, 12.16, 351500, -0.00, 0, 335696, 114
0.01, 353724, -0.00, 357052, 12.16, 360260, -0.00, 0, 355704, 114
0.01, 353724, -0.00, 365380, 12.16, 368596, -0.00, 0, 355704, 120
